Timestamp,Distance
16:09:26.437,27.37
16:09:26.561,63.65
16:09:26.697,58.04
16:09:26.805,63.09
16:09:26.931,57.19
16:09:27.069,62.8
16:09:27.197,64.06
16:09:27.313,25.65
16:09:27.448,25.5
16:09:27.564,24.07
16:09:27.684,20.08
16:09:27.813,17.44
16:09:27.939,14.4
16:09:28.060,13.19
16:09:28.192,17.61
16:09:28.294,20.74
16:09:28.441,104.35
16:09:28.567,24.12
16:09:28.692,24.68
16:09:28.792,29.07
16:09:28.942,63.55
16:09:29.045,62.78
16:09:29.188,62.8
16:09:29.323,62.39
16:09:29.440,63.55
16:09:29.558,65.69
16:09:29.681,26.61
16:09:29.819,23.0
16:09:29.937,22.36
16:09:30.068,18.85
16:09:30.168,16.68
16:09:30.295,12.89
16:09:30.422,12.78
16:09:30.535,14.52
16:09:30.685,19.77
16:09:30.805,74.63
16:09:30.932,23.21
16:09:31.052,24.97
16:09:31.163,24.17
16:09:31.282,66.08
16:09:31.422,63.1
16:09:31.547,62.29
16:09:31.671,61.98
16:09:31.804,61.97
16:09:31.936,64.07
16:09:32.041,24.99
16:09:32.167,23.31
16:09:32.295,24.65
16:09:32.420,20.11
16:09:32.542,18.75
16:09:32.673,16.86
16:09:32.780,16.37
16:09:32.909,16.78
16:09:33.037,18.29
16:09:33.157,227.72
16:09:33.284,23.82
16:09:33.417,23.66
16:09:33.549,24.12
16:09:33.671,58.02
16:09:33.785,63.1
16:09:33.917,62.31
16:09:34.061,62.29
16:09:34.180,62.29
16:09:34.297,25.7
16:09:34.416,25.09
16:09:34.536,23.66
16:09:34.657,22.51
16:09:34.788,20.23
16:09:34.909,17.65
16:09:35.031,14.03
16:09:35.160,14.06
16:09:35.283,15.66
16:09:35.411,17.85
16:09:35.521,23.32
16:09:35.636,25.36
16:09:35.776,26.62
16:09:35.905,64.82
16:09:36.026,63.1
16:09:36.158,62.8
16:09:36.282,63.24
16:09:36.412,62.8
16:09:36.529,62.29
16:09:36.645,62.29
16:09:36.770,56.37
16:09:36.908,25.23
16:09:37.025,23.12
16:09:37.152,22.36
16:09:37.279,19.98
16:09:37.384,18.56
16:09:37.509,14.89
16:09:37.654,14.6
16:09:37.768,19.11
16:09:37.901,19.58
16:09:38.021,23.83
16:09:38.128,24.14
16:09:38.268,25.5
16:09:38.380,30.18
16:09:38.504,63.56
16:09:38.637,61.88
16:09:38.763,62.7
16:09:38.891,58.02
16:09:39.016,57.19
16:09:39.133,62.68
16:09:39.254,57.63
16:09:39.385,25.4
16:09:39.507,24.58
16:09:39.634,24.79
16:09:39.759,20.94
16:09:39.893,37.77
16:09:40.008,13.63
16:09:40.137,14.65
16:09:40.254,18.05
16:09:40.374,22.39
16:09:40.510,22.51
16:09:40.622,25.09
16:09:40.742,25.4
16:09:40.865,57.22
16:09:41.002,63.14
16:09:41.124,62.68
16:09:41.244,62.7
16:09:41.367,62.7
16:09:41.501,62.7
16:09:41.625,62.8
16:09:41.766,58.04
16:09:41.888,25.76
16:09:41.997,27.13
16:09:42.124,24.28
16:09:42.237,21.79
16:09:42.366,19.06
16:09:42.495,20.26
16:09:42.622,18.8
16:09:42.749,21.64
16:09:42.860,23.22
16:09:42.984,75.65
16:09:43.120,28.48
16:09:43.252,63.95
16:09:43.368,63.55
16:09:43.485,62.39
16:09:43.626,62.37
16:09:43.750,56.76
16:09:43.872,27.32
16:09:44.003,22.05
16:09:44.123,20.98
16:09:44.243,42.93
16:09:44.352,16.58
16:09:44.477,16.03
16:09:44.617,16.73
16:09:44.742,18.56
16:09:44.845,18.96
16:09:44.990,104.74
16:09:45.118,108.43
16:09:45.251,26.32
16:09:45.361,29.95
16:09:45.483,62.78
16:09:45.604,62.78
16:09:45.734,58.04
16:09:45.852,63.14
16:09:45.978,64.4
16:09:46.125,57.63
16:09:46.248,22.81
16:09:46.368,21.74
16:09:46.505,20.08
16:09:46.597,23.17
16:09:46.724,20.49
16:09:46.861,20.43
16:09:46.987,21.28
16:09:47.117,23.17
16:09:47.218,23.92
16:09:47.362,27.32
16:09:47.476,27.44
16:09:47.607,29.61
16:09:47.727,62.68
16:09:47.858,62.7
16:09:47.967,62.39
16:09:48.099,62.37
16:09:48.230,29.72
16:09:48.358,64.5
16:09:48.475,77.5
16:09:48.596,23.66
16:09:48.724,22.3
16:09:48.838,21.69
